Customer_ID,First_Name,D_State,D_Email,Test_Variable,Days_in_Between,Int_T_Email,Int_T_State,Outcome
1621,Hilma,0,0,control,200,0,0,0
1622,Desiree,0,1,test,200,9,0,0
1623,Lilly,0,1,control,200,9,0,0
1624,Chet,0,1,control,200,9,0,0
1625,Lempi,1,1,test,200,9,9,0
1626,Travis,0,0,test,200,0,0,0
1627,Everardo,1,1,control,200,9,9,0
1628,Ferne,0,0,control,200,0,0,0
1629,Catherine,0,0,test,200,0,0,0
1630,Everette,0,0,test,200,0,0,0
1631,Noah,0,0,control,200,0,0,0
1632,Ari,0,0,control,200,0,0,0
1633,Sid,0,0,test,200,0,0,0
1634,Emerson,0,0,control,200,0,0,0
1635,Dariana,1,0,control,200,0,10,0
1636,Dwight,0,0,test,200,0,0,0
1637,Magdalen,1,0,test,200,0,10,0
1638,Webster,0,0,control,200,0,0,0
1639,Annamarie,0,0,test,200,0,0,0
1640,Brooks,0,0,control,200,0,0,0
1641,Melba,0,0,test,200,0,0,0
1642,Karlie,0,0,test,200,0,0,0
1643,Audie,1,1,control,200,11,11,0
1644,Karl,1,0,control,200,0,11,0
1645,Misty,0,0,test,200,0,0,0
1646,Halle,0,0,control,200,0,0,0
1647,Haylee,0,0,test,200,0,0,0
1648,Cody,0,0,test,200,0,0,0
1649,Gerson,0,0,control,200,0,0,0
1650,Augustus,1,0,test,200,0,11,0
1651,Angel,0,0,control,200,0,0,0
1652,Norris,0,0,test,200,0,0,0
1653,Elinor,0,0,control,200,0,0,0
1654,Vaughn,0,0,test,200,0,0,0
1655,Emiliano,0,0,control,200,0,0,0
1656,Mortimer,1,0,control,200,0,12,0
1657,,0,0,test,200,0,0,0
1658,Brant,0,0,control,200,0,0,0
1659,Camila,0,0,test,200,0,0,0
1660,Jarret,0,0,control,200,0,0,0
1661,Izaiah,0,0,test,200,0,0,0
1662,Lorenza,0,0,control,200,0,0,0
1663,Linda,0,0,control,200,0,0,0
1664,Wilburn,0,0,test,200,0,0,0
1665,Julian,0,0,test,200,0,0,0
1666,Randy,1,0,control,200,0,13,0
1667,Gloria,1,0,control,200,0,13,0
1668,Kelli,1,0,test,200,0,13,0
1669,Jacquelyn,0,0,test,200,0,0,0
1670,Devan,1,0,control,200,0,13,0
1671,Isabelle,0,0,control,200,0,0,0
1672,,0,0,control,200,0,0,0
1673,Vita,0,0,test,200,0,0,0
1674,Merlin,1,0,control,200,0,13,0
1675,Danyka,0,0,control,200,0,0,0
1676,Harold,0,0,test,200,0,0,0
1677,Antwan,0,0,test,200,0,0,0
1678,Elenor,1,0,control,200,0,14,0
1679,Teagan,1,0,control,200,0,14,0
1680,Mikel,1,0,control,200,0,14,0
1681,Hillard,1,0,control,200,0,14,0
1682,Beulah,1,0,test,200,0,14,0
1683,Adelle,1,0,control,200,0,14,0
1684,Heidi,1,0,test,200,0,14,0
1685,Richmond,1,0,control,200,0,14,0
1686,,1,0,control,200,0,14,0
1687,Georgette,1,0,control,200,0,14,0
1688,Albin,0,0,control,200,0,0,0
1689,Magali,0,0,control,200,0,0,0
1690,Aditya,0,0,test,200,0,0,0
1691,Marietta,0,0,test,200,0,0,0
1692,Ike,0,0,control,200,0,0,0
1693,Johathan,0,1,control,200,15,0,0
1694,Winona,1,0,test,200,0,15,0
1695,D'angelo,1,0,test,200,0,15,0
1696,Vernie,1,0,control,200,0,15,0
1697,Tabitha,0,0,test,200,0,0,0
1698,Brisa,0,0,test,200,0,0,0
1699,Halle,0,0,control,200,0,0,0
1700,Nathanael,0,0,test,200,0,0,0
1701,Lon,0,0,control,200,0,0,0
1702,Maeve,0,0,test,200,0,0,0
1703,Keeley,0,1,test,200,16,0,0
1704,Waldo,1,1,control,200,16,16,0
1705,Mike,0,0,control,200,0,0,0
1706,Zella,1,0,test,200,0,16,0
1707,Scottie,0,0,control,200,0,0,0
1708,Lionel,0,0,test,200,0,0,0
1709,Monique,0,0,control,200,0,0,0
1710,Brett,1,1,control,200,16,16,0
1711,Tyrese,1,0,control,200,0,17,0
1712,Serenity,0,0,test,200,0,0,0
1713,Nico,1,0,control,200,0,17,0
1714,Ezequiel,0,0,control,200,0,0,0
1715,Tamia,0,0,test,200,0,0,0
1716,Corene,0,0,test,200,0,0,0
1717,Crystel,0,1,test,200,17,0,0
1718,Jennifer,0,0,test,200,0,0,0
1719,Donnie,1,0,test,200,0,17,0
1720,Kyra,0,0,control,200,0,0,0
1721,Murphy,0,1,test,200,18,0,0
1722,Itzel,1,0,control,200,0,18,0
1723,Breanna,0,0,test,200,0,0,0
1724,Gail,0,0,control,200,0,0,0
1725,Laurence,1,0,control,200,0,18,0
1726,Kacey,0,0,control,200,0,0,0
1727,Bennie,1,0,control,200,0,18,0
1728,Rocky,1,0,test,200,0,18,0
1729,Shaun,1,1,control,200,18,18,0
1730,Emilio,0,0,control,200,0,0,0
1731,Carmela,0,0,control,200,0,0,0
1732,Bailee,0,0,control,200,0,0,0
1733,Samson,1,0,control,200,0,18,0
1734,Landen,1,0,control,200,0,19,0
1735,Teagan,1,1,test,200,19,19,0
1736,Tierra,1,0,control,200,0,19,0
1737,Abdullah,0,0,test,200,0,0,0
1738,Bertrand,0,0,test,200,0,0,0
1739,Ilene,0,0,test,200,0,0,0
1740,Alfred,0,0,control,200,0,0,0
1741,Wendell,1,0,test,200,0,19,0
1742,Drake,1,0,test,200,0,19,0
1743,Vernon,1,0,control,200,0,19,0
1744,Reina,1,1,test,200,19,19,0
1745,Wilma,0,1,test,200,20,0,0
1746,Tracy,1,0,test,200,0,20,0
1747,Nicolas,0,0,control,200,0,0,0
1748,Jacky,0,0,test,200,0,0,0
1749,,0,0,control,200,0,0,0
1750,Chelsea,1,0,test,200,0,20,0
1751,Shayne,0,0,test,200,0,0,0
1752,Alexis,1,0,control,200,0,20,0
1753,Barney,0,0,test,200,0,0,0
1754,Ariel,0,0,control,200,0,0,0
1755,Marquis,0,0,control,200,0,0,0
1756,Zella,0,0,control,200,0,0,0
1757,Kelsi,1,1,test,200,21,21,0
1758,Arely,0,0,test,200,0,0,0
1759,Krystal,0,0,control,200,0,0,0
1760,Joy,1,1,test,200,21,21,0
1761,Arvid,0,1,test,200,21,0,0
1762,Kelley,0,0,control,200,0,0,0
1763,Marvin,1,1,control,200,21,21,0
1764,Lavon,1,0,test,200,0,21,0
1765,Turner,1,0,control,200,0,21,0
1766,Kolby,1,0,control,200,0,21,0
1767,Arvid,1,0,test,200,0,21,0
1768,,0,0,control,200,0,0,0
1769,Freddy,0,0,control,200,0,0,0
1770,Jeremy,0,0,test,200,0,0,0
1771,Gerardo,1,0,test,200,0,22,0
1772,Arne,1,0,control,200,0,22,0
1773,Esther,1,0,control,200,0,22,0
1774,Shania,1,0,control,200,0,22,0
1775,America,0,0,test,200,0,0,0
1776,Esteban,1,0,control,200,0,22,0
1777,Weston,0,0,test,200,0,0,0
1778,Pansy,1,0,control,200,0,22,0
1779,Elenor,1,0,control,200,0,22,0
1780,Fay,0,0,control,200,0,0,0
1781,Travon,1,0,test,200,0,23,0
1782,Ramiro,1,0,test,200,0,23,0
1783,Bryana,1,0,test,200,0,23,0
1784,Jamaal,0,0,control,200,0,0,0
1785,Breanna,0,0,control,200,0,0,0
1786,Antonietta,1,1,test,200,23,23,0
1787,Lois,0,0,test,200,0,0,0
1788,Jaquan,0,0,control,200,0,0,0
1789,Jane,0,0,test,200,0,0,0
1790,Baron,0,0,control,200,0,0,0
1791,Iliana,1,0,test,200,0,23,0
1792,Gussie,1,0,test,200,0,0,0
1793,Jerome,0,0,test,200,0,0,0
1794,Rod,1,0,control,200,0,0,0
1795,Verda,0,0,control,200,0,0,0
1796,Gilda,0,0,test,200,0,0,0
1797,Cortez,0,0,test,200,0,0,0
1798,Donald,1,0,test,200,0,0,0
1799,Pansy,0,0,control,200,0,0,0
1800,Elinor,0,0,control,200,0,0,0
1801,Esmeralda,0,1,control,200,0,0,0
1802,Talon,1,0,control,200,0,0,0
1803,Madeline,0,1,control,200,1,0,0
1804,Pat,1,0,test,200,0,1,0
1805,Patrick,1,0,test,200,0,1,0
1806,Ignacio,0,0,control,200,0,0,0
1807,Mae,1,0,test,200,0,1,0
1808,Charley,0,0,control,200,0,0,0
1809,Avis,1,0,control,200,0,1,0
1810,Claudie,1,0,control,200,0,1,0
1811,Jeffry,1,1,control,200,1,1,0
1812,Watson,1,0,test,200,0,1,0
1813,Maximilian,1,0,control,200,0,1,0
1814,Jay,1,0,control,200,0,1,0
1815,Ellsworth,0,0,test,200,0,0,0
1816,Melvin,0,0,test,200,0,0,0
1817,Daphnee,0,0,test,200,0,0,0
1818,Doug,1,0,control,200,0,2,0
1819,Jaqueline,0,0,test,200,0,0,0
1820,Eveline,1,0,control,200,0,2,0
1821,Alize,0,0,test,200,0,0,0
1822,Amparo,1,0,control,200,0,2,0
1823,Kenny,0,0,control,200,0,0,0
1824,Cameron,1,0,test,200,0,2,0
1825,Kassandra,1,0,test,200,0,2,0
1826,Bernice,0,0,test,200,0,0,0
1827,Christop,0,0,test,200,0,0,0
1828,Benjamin,0,1,test,200,3,0,0
1829,Mohammad,1,0,test,200,0,3,0
1830,Pierce,1,0,test,200,0,3,0
1831,Jason,0,0,test,200,0,0,0
1832,Jackeline,0,0,test,200,0,0,0
1833,Ewell,0,1,test,200,3,0,0
1834,Rosendo,1,1,control,200,3,3,0
1835,Ebony,1,0,test,200,0,3,0
1836,Rowan,0,0,test,200,0,0,0
1837,Narciso,0,0,test,200,0,0,0
1838,Duncan,0,0,control,200,0,0,0
1839,Brooklyn,1,0,test,200,0,4,0
1840,Margaret,1,0,test,200,0,4,0
1841,Burnice,1,0,test,200,0,4,0
1842,Wilmer,1,0,test,200,0,4,0
1843,Ronaldo,1,1,test,200,4,4,0
1844,Tamara,1,1,test,200,4,4,0
1845,Josiane,1,0,test,200,0,4,0
1846,Aron,0,0,control,200,0,0,0
1847,Valerie,1,0,test,200,0,4,0
1848,Gilda,1,0,test,200,0,4,0
1849,Vincenzo,0,0,control,200,0,0,0
1850,Kyla,1,0,control,200,0,5,0
1851,Bridget,1,0,test,200,0,5,0
1852,Cordelia,1,1,test,200,5,5,0
1853,Jordane,0,0,test,200,0,0,0
1854,Zita,0,0,test,200,0,0,0
1855,Norval,0,0,test,200,0,0,0
1856,Annie,0,0,test,200,0,0,0
1857,Nicola,1,0,test,200,0,5,0
1858,Ayla,0,0,test,200,0,0,0
1859,Era,1,0,control,200,0,5,0
1860,Joanny,0,0,test,200,0,0,0
1861,Ezequiel,1,0,test,200,0,5,0
1862,Jeromy,1,0,control,200,0,6,0
1863,Haylee,1,0,test,200,0,6,0
1864,Kurtis,1,0,control,200,0,6,0
1865,Earl,1,0,control,200,0,6,0
1866,Aracely,0,0,control,200,0,0,0
1867,Camille,1,0,control,200,0,6,0
1868,Sigurd,0,0,test,200,0,0,0
1869,Ciara,0,0,control,200,0,0,0
1870,Linnea,0,0,control,200,0,0,0
1871,Dion,0,0,test,200,0,0,0
1872,Malinda,0,1,control,200,7,0,0
1873,Naomie,1,0,control,200,0,7,0
1874,Tiana,0,0,test,200,0,0,0
1875,Irma,1,0,test,200,0,7,0
1876,Brandi,1,0,test,200,0,7,0
1877,Joy,0,0,control,200,0,0,0
1878,Don,0,0,test,200,0,0,0
1879,Federico,1,0,control,200,0,7,0
1880,Aliya,1,0,test,200,0,7,0
1881,Palma,1,0,control,200,0,7,0
1882,Bryon,1,0,test,200,0,7,0
1883,Kali,0,0,test,200,0,0,0
1884,Ray,1,0,control,200,0,8,0
1885,Seamus,0,0,test,200,0,0,0
1886,,0,0,control,200,0,0,0
1887,Tina,0,0,test,200,0,0,0
1888,Tyra,1,0,control,200,0,8,0
1889,,0,0,test,200,0,0,0
1890,Chloe,1,1,control,200,8,8,0
1891,Stephanie,0,0,control,200,0,0,0
1892,Cary,1,0,test,200,0,8,0
1893,Eldora,0,0,control,200,0,0,0
1894,Jonas,0,0,control,200,0,0,0
1895,Emie,1,0,control,200,0,9,0
1896,,0,0,test,200,0,0,0
1897,Angie,0,0,control,200,0,0,0
1898,Margarita,0,0,test,200,0,0,0
1899,Amaya,1,0,control,200,0,9,0
1900,Ernie,1,0,test,200,0,9,0
1901,Denis,0,0,test,200,0,0,0
1902,Haley,0,0,control,200,0,0,0
1903,Edwin,0,0,control,200,0,0,0
1904,Kenton,1,0,test,200,0,9,0
1905,Hubert,1,0,test,200,0,9,0
1906,Maynard,0,0,test,200,0,0,0
1907,Sigmund,0,0,control,200,0,0,0
1908,Dorothy,1,1,test,200,10,10,0
1909,Onie,1,1,test,200,10,10,0
1910,Rey,0,0,control,200,0,0,0
1911,,0,0,test,200,0,0,0
1912,Rodrick,1,0,control,200,0,10,0
1913,Isom,1,0,control,200,0,10,0
1914,Gracie,1,0,test,200,0,10,0
1915,Quinten,1,0,test,200,0,10,0
1916,Eloisa,0,0,test,200,0,0,0
1917,Thaddeus,0,0,control,200,0,0,0
1918,Mable,1,0,control,200,0,11,0
1919,Emmalee,0,0,test,200,0,0,0
1920,Myrtice,0,0,control,200,0,0,0
1921,Bridie,0,0,test,200,0,0,0
1922,Spencer,1,1,control,200,11,11,0
1923,Maribel,0,0,test,200,0,0,0
1924,Stephania,0,0,control,200,0,0,0
1925,Blaze,0,0,control,200,0,0,0
1926,Zetta,1,1,control,200,11,11,0
1927,Andreanne,1,0,test,200,0,11,0
1928,Agustina,1,0,control,200,0,11,0
1929,Andreanne,1,1,control,200,12,12,0
1930,,0,0,test,200,0,0,0
1931,Tracy,0,0,control,200,0,0,0
1932,Bette,1,1,test,200,12,12,0
1933,Adrian,1,0,test,200,0,12,0
1934,Alysson,0,0,test,200,0,0,0
1935,Chelsie,0,0,control,200,0,0,0
1936,Dino,1,0,control,200,0,12,0
1937,Ernestina,0,0,test,200,0,0,0
1938,Aglae,0,1,control,200,12,0,0
1939,Jovan,0,0,test,200,0,0,0
1940,Erwin,0,0,test,200,0,0,0
1941,Nona,1,0,test,200,0,13,0
1942,Emmet,1,1,test,200,13,13,0
1943,Reid,0,0,control,200,0,0,0
1944,Taya,0,0,test,200,0,0,0
1945,Zion,1,0,control,200,0,13,0
1946,Sheridan,0,0,control,200,0,0,0
1947,Kirsten,1,0,test,200,0,13,0
1948,Sam,0,0,control,200,0,0,0
1949,Malcolm,0,0,test,200,0,0,0
1950,Pedro,1,0,test,200,0,13,0
1951,Betty,0,0,control,200,0,0,0
1952,Harmony,0,0,control,200,0,0,0
1953,Duncan,0,0,test,200,0,0,0
1954,Wilma,0,0,control,200,0,0,0
1955,Vernon,0,0,control,200,0,0,0
1956,Kristina,0,0,test,200,0,0,0
1957,Alexis,1,1,control,200,14,14,0
1958,Rosamond,1,0,test,200,0,14,0
1959,Muriel,1,0,control,200,0,14,0
1960,Joelle,1,0,test,200,0,14,0
1961,Mckenzie,0,0,test,200,0,0,0
1962,Gayle,1,0,control,200,0,15,0
1963,Kaia,0,0,control,200,0,0,0
1964,Waldo,0,1,control,200,15,0,0
1965,Akeem,1,1,test,200,15,15,0
1966,Myrl,1,0,control,200,0,15,0
1967,Malvina,1,0,test,200,0,15,0
1968,Kris,1,1,test,200,15,15,0
1969,Gabriella,1,1,test,200,15,15,0
1970,Mona,1,0,control,200,0,15,0
1971,Fiona,1,0,test,200,0,15,0
1972,Diamond,0,0,control,200,0,0,0
1973,Evans,1,0,control,200,0,16,0
1974,Ernest,1,0,test,200,0,16,0
1975,Valentina,1,1,test,200,16,16,0
1976,Wilbert,1,0,test,200,0,16,0
1977,Amely,1,1,control,200,16,16,0
1978,Robbie,0,0,control,200,0,0,0
1979,Collin,1,0,test,200,0,16,0
1980,Rhiannon,0,0,test,200,0,0,0
1981,Ari,0,0,control,200,0,0,0
1982,Darien,1,0,control,200,0,16,0
1983,Cierra,1,0,control,200,0,16,0
1984,Leonie,1,0,test,200,0,16,0
1985,Bennett,1,0,test,200,0,17,0
1986,Lizzie,0,0,control,200,0,0,0
1987,Ashtyn,1,0,control,200,0,17,0
1988,Cordia,0,0,control,200,0,0,0
1989,Kade,1,0,test,200,0,17,0
1990,Judah,1,1,control,200,17,17,0
1991,Alysson,1,1,control,200,17,17,0
1992,Ophelia,0,0,test,200,0,0,0
1993,Bettie,1,1,test,200,17,17,0
1994,Joshuah,1,0,test,200,0,17,0
1995,Cleve,0,0,control,200,0,0,0
1996,Jordane,0,0,test,200,0,0,0
1997,Brisa,0,0,control,200,0,0,0
1998,Rory,0,0,control,200,0,0,0
1999,May,0,0,test,200,0,0,0
2000,Skylar,0,0,test,200,0,0,0
2001,Jarod,1,1,control,200,18,18,0
2002,Crystal,0,0,test,200,0,0,0
2003,Camilla,0,0,test,200,0,0,0
2004,Horace,0,0,test,200,0,0,0
2005,Nicholaus,0,1,test,200,18,0,0
2006,Kaylee,0,0,test,200,0,0,0
2007,Della,1,1,test,200,18,18,0
2008,Chester,0,0,control,200,0,0,0
2009,Elliot,1,1,control,200,18,18,0
2010,Dovie,1,0,control,200,0,19,0
2011,Jamar,0,0,control,200,0,0,0
2012,Stephan,1,0,control,200,0,19,0
2013,Oran,1,0,control,200,0,19,0
2014,Malachi,0,0,test,200,0,0,0
2015,Virgil,1,0,control,200,0,19,0
2016,Arden,0,0,control,200,0,0,0
2017,,0,0,test,200,0,0,0
2018,Kallie,0,1,test,200,19,0,0
2019,Kayden,0,0,test,200,0,0,0
2020,Uriel,0,0,test,200,0,0,0
2021,Madelynn,1,0,control,200,0,20,0
2022,Delia,0,0,control,200,0,0,0
2023,Blanche,1,0,test,200,0,20,0
2024,Verona,1,0,control,200,0,20,0
2025,Tyrell,0,0,control,200,0,0,0
2026,Addie,1,0,control,200,0,20,0
2027,Clay,1,0,test,200,0,20,0
2028,Antone,1,0,test,200,0,20,0
2029,Rosamond,0,0,control,200,0,0,0
2030,Jamey,0,0,control,200,0,0,0
2031,Rosendo,1,0,control,200,0,20,0
2032,Kayla,0,0,test,200,0,0,0
2033,Susie,0,0,test,200,0,0,0
2034,Annamae,0,0,test,200,0,0,0
2035,Jaylan,0,0,control,200,0,0,0
2036,Silas,0,0,control,200,0,0,0
2037,Dannie,0,0,test,200,0,0,0
2038,Tomas,0,0,test,200,0,0,0
2039,Giovanna,1,0,test,200,0,21,0
2040,Esther,1,0,control,200,0,21,0
2041,Petra,0,1,control,200,21,0,0
2042,Kaylin,0,0,test,200,0,0,0
2043,Antoinette,0,0,test,200,0,0,0
2044,Cruz,1,0,test,200,0,21,0
2045,Onie,1,0,test,200,0,22,0
2046,Teresa,0,0,test,200,0,0,0
2047,Neil,0,0,test,200,0,0,0
2048,Anabelle,0,0,test,200,0,0,0
2049,Etha,1,0,test,200,0,22,0
2050,Lyla,1,0,control,200,0,22,0
2051,Brycen,1,0,test,200,0,22,0
2052,Deshaun,1,0,control,200,0,22,0
2053,Rosalinda,0,0,test,200,0,0,0
2054,Donnie,1,0,test,200,0,22,0
2055,Harmon,0,0,control,200,0,0,0
2056,Jed,0,0,test,200,0,0,0
2057,,0,0,control,200,0,0,0
2058,Wilfrid,0,0,test,200,0,0,0
2059,Breana,1,1,test,200,23,23,0
2060,Lou,0,0,test,200,0,0,0
2061,Jay,1,0,test,200,0,23,0
2062,Dennis,1,1,test,200,23,23,0
2063,Mariana,0,0,test,200,0,0,0
2064,Edwardo,0,0,control,200,0,0,0
2065,Pietro,1,0,control,200,0,23,0
2066,Lesley,1,0,control,200,0,23,0
2067,Hilario,1,0,control,200,0,23,0
2068,Ethan,1,1,test,200,0,0,0
2069,Davion,0,0,test,200,0,0,0
2070,Agnes,0,0,test,200,0,0,0
2071,Alverta,1,0,test,200,0,0,0
2072,Kiera,0,0,control,200,0,0,0
2073,Althea,0,0,test,200,0,0,0
2074,Andres,0,0,control,200,0,0,0
2075,Lolita,1,0,test,200,0,0,0
2076,Gregorio,0,0,control,200,0,0,0
2077,Stephan,1,1,control,200,1,1,0
2078,Paris,0,0,control,200,0,0,0
2079,Alfonso,0,0,test,200,0,0,0
2080,Milford,0,0,control,200,0,0,0
2081,Jamil,0,0,control,200,0,0,0
2082,Emma,0,0,test,200,0,0,0
2083,Meta,1,0,test,200,0,1,0
2084,Lula,1,1,control,200,1,1,0
2085,Demond,0,0,test,200,0,0,0
2086,Rocky,0,0,test,200,0,0,0
2087,Maiya,0,0,test,200,0,0,0
2088,Audra,0,0,control,200,0,0,0
2089,Adeline,0,0,test,200,0,0,0
2090,Magali,1,0,control,200,0,2,0
2091,Sim,1,1,control,200,2,2,0
2092,Delbert,1,1,control,200,2,2,0
2093,Assunta,0,1,control,200,2,0,0
2094,Solon,0,0,control,200,0,0,0
2095,Nella,0,0,test,200,0,0,0
2096,Reina,1,0,control,200,0,2,0
2097,Marietta,0,0,control,200,0,0,0
2098,Katelin,1,0,control,200,0,2,0
2099,Afton,0,0,control,200,0,0,0
2100,Deja,0,0,control,200,0,0,0
2101,Michael,0,0,test,200,0,0,0
2102,Anahi,1,0,test,200,0,3,0
2103,Vilma,1,0,test,200,0,3,0
2104,Maegan,1,0,test,200,0,3,0
2105,Jacques,0,0,test,200,0,0,0
2106,Missouri,1,1,control,200,3,3,0
2107,Berneice,1,0,test,200,0,3,0
2108,Kim,0,0,test,200,0,0,0
2109,Makenna,1,0,test,200,0,3,0
2110,Lester,0,0,control,200,0,0,0
2111,Ransom,0,0,control,200,0,0,0
2112,Hannah,1,0,control,200,0,4,0
2113,Ines,0,0,control,200,0,0,0
2114,Shaniya,1,0,control,200,0,4,0
2115,Dianna,1,1,control,200,4,4,0
2116,Evalyn,0,0,control,200,0,0,0
2117,Theo,0,0,test,200,0,0,0
2118,Beverly,0,0,control,200,0,0,0
2119,Gayle,0,1,control,200,4,0,0
2120,Queen,0,0,test,200,0,0,0
2121,Braden,0,0,test,200,0,0,0
2122,Leon,0,0,control,200,0,0,0
2123,Demarco,1,1,test,200,5,5,0
2124,Jena,1,1,control,200,5,5,0
2125,Howell,0,0,control,200,0,0,0
2126,Marques,1,0,control,200,0,5,0
2127,Angelina,0,0,control,200,0,0,0
2128,Keira,1,0,control,200,0,5,0
2129,Madonna,1,0,control,200,0,5,0
2130,Burnice,1,1,control,200,5,5,0
2131,Peyton,1,0,control,200,0,5,0
2132,Vilma,0,0,test,200,0,0,0
2133,Clay,0,0,test,200,0,0,0
2134,Rozella,1,0,test,200,0,6,0
2135,Marianne,0,0,test,200,0,0,0
2136,Green,0,0,test,200,0,0,0
2137,Emmanuelle,1,0,control,200,0,6,0
2138,Orin,0,0,test,200,0,0,0
2139,Queen,1,0,control,200,0,6,0
2140,Levi,0,0,test,200,0,0,0
2141,Jane,0,0,control,200,0,0,0
2142,Kaden,1,1,control,200,6,6,0
2143,Malachi,1,0,control,200,0,6,0
2144,,0,0,control,200,0,0,0
2145,Ava,1,0,control,200,0,7,0
2146,Patrick,0,0,test,200,0,0,0
2147,Earline,0,0,control,200,0,0,0
2148,Anahi,0,0,test,200,0,0,0
2149,Nelson,0,0,test,200,0,0,0
2150,Jayson,1,0,control,200,0,7,0
2151,Claude,1,0,test,200,0,7,0
2152,Wyatt,0,0,control,200,0,0,0
2153,Suzanne,0,0,test,200,0,0,0
2154,Theron,1,0,control,200,0,7,0
2155,Darius,1,0,control,200,0,7,0
2156,Ian,1,0,control,200,0,8,0
2157,Corbin,0,0,test,200,0,0,0
2158,Golda,0,0,test,200,0,0,0
2159,Mittie,0,0,test,200,0,0,0
2160,Leila,1,0,test,200,0,8,0
2161,Ethan,1,0,control,200,0,8,0
2162,Romaine,1,1,control,200,8,8,0
2163,Dashawn,1,0,control,200,0,8,0
2164,Alayna,1,0,control,200,0,8,0
2165,Rogers,1,0,test,200,0,8,0
2166,Alva,1,0,control,200,0,8,0
2167,Lynn,1,0,test,200,0,9,0
2168,Jarret,0,1,control,200,9,0,0
2169,Ardith,0,0,control,200,0,0,0
2170,Ilene,1,0,control,200,0,9,0
2171,Raymond,0,0,control,200,0,0,0
2172,Naomi,0,0,test,200,0,0,0
2173,Rozella,0,0,control,200,0,0,0
2174,Odie,0,0,test,200,0,0,0
2175,Jerome,0,0,control,200,0,0,0
2176,Terrance,0,0,control,200,0,0,0
2177,Brooke,0,0,control,200,0,0,0
2178,Lilian,0,0,control,200,0,0,0
2179,Imelda,0,0,test,200,0,0,0
2180,Harley,1,0,test,200,0,10,0
2181,Jaylen,0,1,test,200,10,0,0
2182,Kamryn,0,0,test,200,0,0,0
2183,Cassandra,1,0,control,200,0,10,0
2184,Horacio,1,0,test,200,0,10,0
2185,Oswaldo,1,0,control,200,0,10,0
2186,Layla,1,0,control,200,0,10,0
2187,Missouri,0,0,test,200,0,0,0
2188,Hermann,1,0,test,200,0,10,0
2189,Isidro,0,0,test,200,0,0,0
2190,Damien,0,0,test,200,0,0,0
2191,King,1,0,test,200,0,11,0
2192,Glennie,1,0,control,200,0,11,0
2193,Aracely,1,0,test,200,0,11,0
2194,Jabari,1,0,control,200,0,11,0
2195,Rickie,0,0,control,200,0,0,0
2196,Meredith,1,1,control,200,11,11,0
2197,Brennan,0,0,control,200,0,0,0
2198,Walter,1,0,control,200,0,11,0
2199,London,0,0,control,200,0,0,0
2200,Rahul,1,0,test,200,0,11,0
2201,Guiseppe,1,0,test,200,0,11,0
2202,Theresia,0,0,control,200,0,0,0
2203,Hobart,1,0,test,200,0,12,0
2204,Lamar,1,0,control,200,0,12,0
2205,Aida,1,1,test,200,12,12,0
2206,Hildegard,1,0,test,200,0,12,0
2207,Casimir,0,0,test,200,0,0,0
2208,Brandon,1,0,control,200,0,12,0
2209,Waldo,0,0,control,200,0,0,0
2210,Kira,0,0,test,200,0,0,0
2211,Courtney,1,1,test,200,12,12,0
2212,Giovanny,0,0,test,200,0,0,0
2213,Dewitt,0,0,test,200,0,0,0
2214,Imani,0,0,control,200,0,0,0
2215,Mathew,0,0,test,200,0,0,0
2216,Immanuel,0,0,control,200,0,0,0
2217,Junior,0,0,test,200,0,0,0
2218,Orrin,1,0,control,200,0,13,0
2219,Ebony,0,0,test,200,0,0,0
2220,Viola,1,0,test,200,0,13,0
2221,Caterina,1,0,test,200,0,13,0
2222,Philip,0,0,control,200,0,0,0
2223,Logan,1,0,test,200,0,13,0
2224,Sim,1,0,test,200,0,13,0
2225,Estella,0,0,test,200,0,0,0
2226,Hiram,1,0,test,200,0,14,0
2227,Cody,1,0,control,200,0,14,0
2228,Valentina,1,0,test,200,0,14,0
2229,Marlon,1,0,test,200,0,14,0
2230,Courtney,1,0,test,200,0,14,0
2231,Julia,1,1,control,200,14,14,0
2232,Skye,1,0,control,200,0,14,0
2233,Murray,1,0,control,200,0,14,0
2234,Brandy,1,0,control,200,0,14,0
2235,,0,0,control,200,0,0,0
2236,Kitty,0,0,test,200,0,0,0
2237,Selena,0,0,control,200,0,0,0
2238,Lelah,0,0,control,200,0,0,0
2239,Jeramie,0,0,test,200,0,0,0
2240,Justyn,0,0,control,200,0,0,0
2241,Joyce,0,1,control,200,15,0,0
2242,Wilma,1,0,test,200,0,15,0
2243,Christ,1,0,control,200,0,15,0
2244,Chaim,1,0,control,200,0,15,0
2245,Michelle,1,0,control,200,0,15,0
2246,Julia,0,0,test,200,0,0,0
2247,Francesco,1,0,control,200,0,15,0
2248,Kaycee,0,0,control,200,0,0,0
2249,Noemy,1,0,control,200,0,16,0
2250,Mallie,0,0,control,200,0,0,0
2251,Oswald,0,0,test,200,0,0,0
2252,Jacquelyn,0,0,test,200,0,0,0
2253,Darien,0,0,control,200,0,0,0
2254,Austin,0,0,test,200,0,0,0
2255,Weston,1,0,control,200,0,16,0
2256,Dayne,0,0,test,200,0,0,0
2257,Matilde,1,0,test,200,0,16,0
2258,Marco,1,0,test,200,0,16,0
2259,Dereck,0,0,control,200,0,0,0
2260,Mertie,1,0,control,200,0,17,0
